description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires,solution,prevention,duree
Demande d'intervention : le processeur surchauffe pc très lent Cela se produit souvent.,hardware,reparation,haute,Vieillissement de la batterie,Hardware,"[""Carte mère""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Utiliser un onduleur pour protéger contre les coupures et surtensions.,2.5
Suite à un appel client : la batterie gonfle et déforme le boîtier,hardware,reparation,normale,Connexion interne défaillante,Hardware,"[""Écran LCD 15.6\""""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Utiliser un onduleur pour protéger contre les coupures et surtensions.,2.5
Suite à un appel client : la carte réseau intégrée ne fonctionne plus depuis ce matin.,hardware,reparation,critique,Dommage physique suite à choc,Hardware,"[""Batterie laptop""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Utiliser un onduleur pour protéger contre les coupures et surtensions.,1.5
Client signale : le bouton d'alimentation ne répond plus depuis hier.,hardware,maintenance,haute,Composant électronique endommagé,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Remplacer la pâte thermique tous les 2 ans.,0.5
Demande d'intervention : câblage réseau rj45 à installer depuis hier.,reseau,installation,normale,Interférence WiFi avec autres équipements,Réseau,"[""Point d'accès WiFi""]","Installer le câblage RJ45, le switch et configurer le réseau local complet des bureaux",Vérifier régulièrement les câbles et connexions réseau.,2.0
Signalement client : le chargeur du laptop est cassé Merci d'intervenir rapidement.,hardware,reparation,faible,Vieillissement de la batterie,Hardware,"[""Disque dur HDD 1TB""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,3.0
Problème signalé : réinstallation complète de windows depuis hier.,software,installation,normale,Conflit entre logiciels installés,Software,[],Installer et configurer le logiciel demandé avec les paramètres adaptés aux besoins du client,Installer un antivirus fiable et le maintenir à jour.,2.0
Problème signalé : l'ordinateur ne démarre plus du tout depuis ce matin.,hardware,reparation,critique,Connexion interne défaillante,Hardware,"[""Alimentation 500W""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,3.0
Signalement client : problème de compatibilité après mise à jour Cela bloque le travail.,software,configuration,normale,Licence expirée ou fichiers corrompus,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Installer un antivirus fiable et le maintenir à jour.,1.0
Le client se plaint que le système de sauvegarde automatique est arrêté,software,configuration,normale,Mise à jour défectueuse du système,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Créer des points de restauration avant toute modification système.,1.5
Le disque SSD n'est plus reconnu par le BIOS Merci d'intervenir rapidement.,hardware,maintenance,normale,Dommage physique suite à choc,Hardware,"[""Pâte thermique""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Remplacer la pâte thermique tous les 2 ans.,1.0
Le client indique que le disque SSD n'est plus reconnu par le BIOS Problème urgent.,hardware,maintenance,faible,Vieillissement de la batterie,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,1.0
Le client se plaint que le scanner ne détecte plus les documents depuis ce matin.,hardware,maintenance,normale,Composant électronique endommagé,Hardware,[],Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Éviter les chocs physiques et les environnements humides.,0.5
Signalement client : la carte mère émet des bips au démarrage depuis hier.,hardware,maintenance,normale,Court-circuit dans l'alimentation,Hardware,[],Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Vérifier régulièrement l'état de la batterie et des ventilateurs.,1.5
Suite à un appel client : récupération de données après formatage depuis ce matin.,software,configuration,critique,Infection par malware ou virus,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Créer des points de restauration avant toute modification système.,0.5
Suite à un appel client : l'ordinateur est infecté par un ransomware Merci d'intervenir rapidement.,software,installation,haute,Mise à jour défectueuse du système,Software,[],Installer et configurer le logiciel demandé avec les paramètres adaptés aux besoins du client,Installer un antivirus fiable et le maintenir à jour.,0.5
Le disque SSD n'est plus reconnu par le BIOS depuis ce matin.,hardware,reparation,normale,Court-circuit dans l'alimentation,Hardware,"[""Écran LCD 15.6\""""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Vérifier régulièrement l'état de la batterie et des ventilateurs.,2.5
Le client indique que l'écran tactile ne répond plus,hardware,reparation,haute,Défaillance matérielle due à l'usure,Hardware,"[""Batterie laptop""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Remplacer la pâte thermique tous les 2 ans.,2.5
Intervention requise : le logiciel de facturation perd ses données,software,configuration,normale,Infection par malware ou virus,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Éviter les logiciels piratés qui peuvent contenir des malwares.,1.0
Configuration QoS pour prioriser les appels Problème urgent.,reseau,configuration,normale,Problème de sécurité réseau,Réseau,[],"Configurer le routeur, switch et DHCP pour mettre en place ou sécuriser le réseau local de l'entreprise",Documenter la configuration réseau pour faciliter les interventions futures.,2.5
Client signale : le serveur nas n'est plus accessible Cela bloque le travail.,reseau,depannage,normale,Problème de sécurité réseau,Réseau,"[""Câble RJ45 5m""]","Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Vérifier régulièrement les câbles et connexions réseau.,0.5
Le client indique que le disque dur externe n'est plus reconnu depuis hier.,hardware,maintenance,normale,Dommage physique suite à choc,Hardware,[],Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Utiliser un onduleur pour protéger contre les coupures et surtensions.,0.5
Le client indique que le clavier ne fonctionne plus Cela se produit souvent.,hardware,reparation,critique,Dommage physique suite à choc,Hardware,"[""Alimentation 500W""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Remplacer la pâte thermique tous les 2 ans.,2.0
Suite à un appel client : les drivers de la carte graphique sont corrompus Le client a besoin d'aide.,software,reparation,normale,Conflit entre logiciels installés,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Effectuer des sauvegardes régulières sur disque externe ou cloud.,3.0
La webcam intégrée n'est plus détectée depuis ce matin.,hardware,maintenance,normale,Vieillissement de la batterie,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Remplacer la pâte thermique tous les 2 ans.,1.0
Le client indique que l'alimentation électrique ne démarre pas depuis ce matin.,hardware,reparation,normale,Court-circuit dans l'alimentation,Hardware,"[""Clavier laptop""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Utiliser un onduleur pour protéger contre les coupures et surtensions.,1.0
Client signale : microsoft office ne s'ouvre plus,software,reparation,normale,Licence expirée ou fichiers corrompus,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Installer un antivirus fiable et le maintenir à jour.,2.5
Signalement client : le logiciel erp ne se lance plus depuis hier.,software,configuration,faible,Licence expirée ou fichiers corrompus,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Installer un antivirus fiable et le maintenir à jour.,1.5
Client signale : partage d'imprimante réseau impossible depuis ce matin.,reseau,installation,faible,Surcharge de la bande passante,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]","Installer le câblage RJ45, le switch et configurer le réseau local complet des bureaux",Documenter la configuration réseau pour faciliter les interventions futures.,2.5
La RAM est défectueuse écrans bleus fréquents Le client a besoin d'aide.,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,1.5
Problème signalé : windows ne démarre plus écran bleu Cela bloque le travail.,software,reparation,critique,Mise à jour défectueuse du système,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Mettre à jour régulièrement le système et les logiciels pour la sécurité.,2.5
