description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires
Client signale : le pc redémarre aléatoirement Cela se produit souvent.,hardware,reparation,faible,Vieillissement de la batterie,Généraliste,"[""Ventilateur CPU"", ""Pâte thermique""]"
Signalement client : problème de compatibilité après mise à jour Cela se produit souvent.,software,configuration,normale,Infection par malware ou virus,Généraliste,[]
Signalement client : la carte graphique affiche des artefacts depuis ce matin.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique""]"
Le client indique que perte de paquets réseau fréquente Le client a besoin d'aide.,reseau,depannage,normale,Surcharge de la bande passante,Réseau,"[""Câble RJ45 5m""]"
Le réseau local est très lent Problème urgent.,reseau,configuration,normale,Interférence WiFi avec autres équipements,Réseau,"[""Câble RJ45 5m""]"
Intervention requise : sécurisation contre les intrusions réseau Le client a besoin d'aide.,reseau,installation,faible,Incompatibilité de protocoles réseau,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Problème signalé : le disque ssd n'est plus reconnu par le bios,hardware,reparation,faible,Connexion interne défaillante,Généraliste,"[""Alimentation 500W""]"
Le câble d'alimentation est endommagé depuis ce matin.,hardware,reparation,haute,Composant électronique endommagé,Généraliste,"[""Alimentation 500W""]"
Intervention requise : le serveur de messagerie est inaccessible Problème urgent.,reseau,depannage,normale,Surcharge de la bande passante,Réseau,"[""Switch 8 ports""]"
Le client indique que mise en place d'un réseau WiFi sécurisé Cela se produit souvent.,reseau,installation,faible,Incompatibilité de protocoles réseau,Réseau,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Remplacement d'un switch défaillant,reseau,configuration,faible,Interférence WiFi avec autres équipements,Réseau,"[""Switch 8 ports""]"
Signalement client : l'ordinateur ne démarre plus du tout Problème urgent.,hardware,maintenance,haute,Composant électronique endommagé,Hardware,"[""Pâte thermique""]"
Client signale : le pare-feu bloque une application métier Le client a besoin d'aide.,software,reparation,faible,Licence expirée ou fichiers corrompus,Généraliste,[]
Problème signalé : l'imprimante imprime des pages vides Le client a besoin d'aide.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]"
Signalement client : le logiciel de comptabilité plante Problème urgent.,software,reparation,haute,Licence expirée ou fichiers corrompus,Software,[]
L'antivirus ne peut pas supprimer les menaces,software,reparation,haute,Mise à jour défectueuse du système,Généraliste,[]
Intervention requise : l'ordinateur est infecté par un virus Cela se produit souvent.,software,configuration,critique,Licence expirée ou fichiers corrompus,Software,[]
Problème signalé : le disque dur fait un bruit de cliquetis Le client a besoin d'aide.,hardware,maintenance,haute,Dommage physique suite à choc,Généraliste,[]
Client signale : la carte réseau intégrée ne fonctionne plus,hardware,reparation,haute,Connexion interne défaillante,Généraliste,[]
Intervention requise : le profil utilisateur est corrompu Problème urgent.,software,reparation,faible,Corruption du système d'exploitation,Généraliste,[]
"Intervention requise : écran bleu fréquent, ram peut-être défectueuse Problème urgent.",hardware,reparation,haute,Défaillance matérielle due à l'usure,Généraliste,"[""Carte mère""]"
Client signale : le serveur de messagerie est inaccessible Le client a besoin d'aide.,reseau,depannage,normale,Câblage endommagé ou mal branché,Réseau,[]
Problème signalé : le pare-feu bloque une application métier Problème récurrent.,software,configuration,normale,Conflit entre logiciels installés,Généraliste,[]
Intervention requise : le système est bloqué en mode sans échec Le client a besoin d'aide.,software,configuration,critique,Erreur de configuration système,Généraliste,[]
Signalement client : le touchpad du laptop est bloqué Problème récurrent.,hardware,maintenance,critique,Vieillissement de la batterie,Généraliste,[]
Problème signalé : le pare-feu bloque une application métier,software,installation,normale,Infection par malware ou virus,Généraliste,[]
Problème signalé : le logiciel de caisse ne fonctionne plus Problème récurrent.,software,installation,haute,Infection par malware ou virus,Software,[]
Intervention requise : le câble d'alimentation est endommagé depuis hier.,hardware,maintenance,haute,Connexion interne défaillante,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Intervention requise : les drivers de la carte graphique sont corrompus Problème urgent.,software,reparation,faible,Corruption du système d'exploitation,Software,[]
Le client indique que windows Update bloqué depuis plusieurs jours,software,configuration,haute,Licence expirée ou fichiers corrompus,Software,[]
Problème signalé : une mise à jour a cassé une application,software,configuration,faible,Surcharge mémoire et fragmentation,Généraliste,[]
Intervention requise : la carte graphique ne s'affiche plus Problème récurrent.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique""]"
Intervention requise : l'ordinateur est infecté par un ransomware Le client a besoin d'aide.,software,configuration,critique,Licence expirée ou fichiers corrompus,Software,[]
Le câble d'alimentation est endommagé Problème urgent.,hardware,reparation,normale,Vieillissement de la batterie,Généraliste,"[""Alimentation 500W""]"
"Signalement client : le processeur surchauffe, pc très lent Problème récurrent.",hardware,reparation,haute,Défaillance matérielle due à l'usure,Hardware,"[""Disque dur HDD 1TB""]"
L'écran reste noir après allumage depuis ce matin.,hardware,reparation,normale,Connexion interne défaillante,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]"
Problème signalé : le bouton d'alimentation ne répond plus,hardware,maintenance,normale,Vieillissement de la batterie,Généraliste,"[""Pâte thermique""]"
Signalement client : la batterie gonfle et déforme le boîtier depuis ce matin.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,[]
Le client indique que remplacement d'un switch défaillant,reseau,depannage,normale,Mauvaise configuration des paramètres réseau,Généraliste,"[""Switch 8 ports""]"
Erreur 0x80070057 lors d'une opération Windows depuis ce matin.,software,installation,haute,Surcharge mémoire et fragmentation,Généraliste,[]
Intervention requise : configuration du démarrage automatique Cela se produit souvent.,software,installation,faible,Licence expirée ou fichiers corrompus,Généraliste,[]
Configuration du proxy pour internet Problème urgent.,reseau,configuration,normale,Problème de sécurité réseau,Réseau,"[""Câble RJ45 5m""]"
Intervention requise : le serveur nas n'est plus accessible Problème récurrent.,reseau,depannage,faible,Mauvaise configuration des paramètres réseau,Généraliste,"[""Switch 8 ports""]"
Client signale : le connecteur de charge est endommagé Cela se produit souvent.,hardware,maintenance,haute,Surchauffe causée par poussière accumulée,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Problème signalé : remplacement d'un switch défaillant,reseau,configuration,faible,Problème de sécurité réseau,Réseau,[]
Perte de paquets réseau fréquente Cela se produit souvent.,reseau,configuration,normale,Incompatibilité de protocoles réseau,Généraliste,[]
Signalement client : le routeur ne distribue plus d'adresses ip Cela se produit souvent.,reseau,configuration,faible,Surcharge de la bande passante,Réseau,"[""Switch 8 ports""]"
Client signale : la webcam intégrée n'est plus détectée,hardware,maintenance,faible,Dommage physique suite à choc,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Client signale : le disque dur fait un bruit de cliquetis Problème urgent.,hardware,maintenance,haute,Dommage physique suite à choc,Hardware,[]
Signalement client : impossible de se connecter au réseau depuis hier.,reseau,configuration,normale,Incompatibilité de protocoles réseau,Généraliste,"[""Câble RJ45 5m""]"
Intervention requise : le lecteur cd dvd n'ouvre plus,hardware,reparation,normale,Composant électronique endommagé,Hardware,"[""Clavier laptop""]"
Signalement client : le système est bloqué sur l'écran de connexion Problème récurrent.,software,installation,critique,Licence expirée ou fichiers corrompus,Généraliste,[]
Problème signalé : la carte réseau intégrée ne fonctionne plus,hardware,maintenance,critique,Vieillissement de la batterie,Généraliste,"[""Pâte thermique""]"
Le disque dur fait un bruit de cliquetis depuis ce matin.,hardware,maintenance,haute,Court-circuit dans l'alimentation,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Le système affiche une erreur de registre depuis hier.,software,reparation,haute,Licence expirée ou fichiers corrompus,Software,[]
Signalement client : le disque dur externe n'est plus reconnu Cela se produit souvent.,hardware,maintenance,normale,Connexion interne défaillante,Hardware,[]
Le client indique que le système affiche une erreur de registre,software,reparation,haute,Conflit entre logiciels installés,Software,[]
"Le processeur surchauffe, pc très lent depuis ce matin.",hardware,reparation,haute,Défaillance matérielle due à l'usure,Hardware,"[""Carte mère""]"
Le client indique que la bande passante est saturée Cela se produit souvent.,reseau,configuration,normale,Interférence WiFi avec autres équipements,Réseau,"[""Switch 8 ports""]"
Problème signalé : le serveur nas n'est plus accessible Problème récurrent.,reseau,configuration,normale,Surcharge de la bande passante,Généraliste,"[""Switch 8 ports""]"
Les drivers de la carte graphique sont corrompus depuis hier.,software,configuration,faible,Licence expirée ou fichiers corrompus,Software,[]
Le client indique que les fichiers ont disparu après une mise à jour depuis hier.,software,reparation,normale,Corruption du système d'exploitation,Software,[]
Intervention requise : configuration accès distant rdp depuis ce matin.,reseau,configuration,faible,Surcharge de la bande passante,Réseau,"[""Switch 8 ports""]"
Signalement client : le ventilateur fait un bruit très fort Problème récurrent.,hardware,maintenance,haute,Vieillissement de la batterie,Généraliste,[]
Le client indique que sauvegarde et restauration après panne Problème récurrent.,software,reparation,faible,Infection par malware ou virus,Généraliste,[]
